id,review_text,date,rating,expected_sentiment,expected_category,expected_priority
1024,App crashes every time I try to export. Completely unusable.,2026-08-28,3,Negative,Bug / Crash,Critical
1025,Absolutely love this app! It does exactly what I need.,2025-11-26,5,Positive,Praise,Low
1026,Lost all my notes because the app crashed mid-share. Unacceptable.,2026-01-24,1,Negative,Bug / Crash,Critical
1027,It's OK I guess. Nothing special but it works.,2026-05-09,3,Neutral,Praise,Low
1028,"Clean, intuitive, and fast. Exactly what an app should be.",2025-06-21,4,Positive,Praise,Low
1029,It's a task management app. It does task management things.,2026-01-17,3,Neutral,Praise,Low
1030,Almost perfect. Just needs collaboration and it's a 5-star app.,2025-11-03,5,Positive,Feature Request,Medium
1031,Amazing app! It makes share so much easier.,2025-01-11,5,Positive,Praise,Low
1032,Outstanding quality. You can tell the developers care about their users.,2025-06-09,5,Positive,Praise,Low
1033,Really enjoy using this. two-factor auth would be the cherry on top.,2025-11-18,5,Positive,Feature Request,Low
1034,The app is amazing. My only wish is dark mode integration.,2025-07-06,4,Positive,Feature Request,Low
1035,"Average app. Not bad, not great.",2025-03-22,3,Neutral,Praise,Low
1036,"No tutorial, no guide, nothing. Just dropped into the app blind.",2025-02-03,1,Negative,Onboarding,Medium
1037,The app is amazing. My only wish is two-factor auth integration.,2026-10-10,5,Positive,Feature Request,Low
1038,Absolutely love this app! It does exactly what I need.,2025-07-02,5,Positive,Praise,Low
1039,Decent app. Does what it says.,2026-11-12,3,Neutral,Praise,Low
1040,This app has changed how I share. Couldn't live without it.,2026-04-06,4,Positive,Praise,Low
1041,Hidden fees everywhere. This is not transparent pricing.,2025-01-11,3,Negative,Pricing / Billing,High
1042,The menu structure is a maze. Just let me sign up directly.,2025-08-04,1,Negative,UX / Design,Medium
1043,It's OK I guess. Nothing special but it works.,2025-10-18,3,Neutral,Praise,Low
1044,The two-factor auth feature crashes immediately. Please fix this.,2026-07-23,1,Negative,Bug / Crash,High
1045,Screen goes black whenever I update profile. Bug has been there for weeks.,2025-07-17,1,Negative,Bug / Crash,Critical
1046,Crash after crash after crash. When will you fix this?,2025-05-17,2,Negative,Bug / Crash,Critical
1047,The fonts are way too small. Can barely read anything.,2025-03-16,1,Negative,UX / Design,High
1048,"Love it, but please add Apple Watch support. That would make it perfect.",2025-01-26,3,Positive,Feature Request,Medium
1049,App uses too much battery. Drains 18% in an hour.,2025-10-13,1,Negative,Performance,Medium
1050,Absolutely love this app! It does exactly what I need.,2025-12-11,5,Positive,Praise,Low
1051,Crash after crash after crash. When will you fix this?,2025-09-12,2,Negative,Bug / Crash,Critical
1052,It does the basics. widgets would be a nice addition.,2026-02-28,3,Neutral,Feature Request,Low
1053,Had to watch YouTube videos just to learn basic update profile.,2025-09-28,1,Negative,Onboarding,Medium
1054,Too many taps to do a simple upload. Needs to be simpler.,2025-09-03,1,Negative,UX / Design,Medium
1055,Standard productivity app. Nothing stands out.,2025-07-19,3,Neutral,Praise,Low
1056,Love the attention to detail in this app. Everything just works.,2025-01-28,5,Positive,Praise,Low
1057,Love the attention to detail in this app. Everything just works.,2026-04-22,5,Positive,Praise,Low
1058,Colors are ugly and the layout makes no sense.,2025-03-15,1,Negative,UX / Design,Medium
1059,Too many taps to do a simple login. Needs to be simpler.,2025-01-13,2,Negative,UX / Design,Medium
1060,Recommended this to all my friends. Everyone loves it.,2026-07-23,4,Positive,Praise,Low
1061,Love the attention to detail in this app. Everything just works.,2025-06-07,4,Positive,Praise,Low
1062,Hidden fees everywhere. This is not transparent pricing.,2025-08-01,1,Negative,Pricing / Billing,High
1063,Decent app. Does what it says.,2025-10-08,2,Neutral,Praise,Low
1064,Price went up from $3 to $12 with no new features.,2025-07-04,1,Negative,Pricing / Billing,High
1065,Crash after crash after crash. When will you fix this?,2025-04-06,2,Negative,Bug / Crash,Critical
1066,I still don't understand what half the features do after a week.,2025-02-28,1,Negative,Onboarding,Medium
1067,It works. Not much else to say.,2026-02-26,3,Neutral,Praise,Low
1068,Dark mode is broken — some text is invisible on dark backgrounds.,2026-07-23,1,Negative,UX / Design,High
1069,Dark mode is broken — some text is invisible on dark backgrounds.,2025-04-17,2,Negative,UX / Design,High
1070,Took me 12 minutes just to figure out how to get started.,2025-05-10,1,Negative,Onboarding,Medium
1071,The app is incredibly laggy since the last update.,2025-09-04,1,Negative,Performance,High
1072,Could you consider adding custom themes? Just a suggestion.,2025-01-10,3,Neutral,Feature Request,Low
1073,Could you consider adding dark mode? Just a suggestion.,2025-12-22,3,Neutral,Feature Request,Low
1074,It's a organization app. It does organization things.,2026-06-10,3,Neutral,Praise,Low
1075,Would love to see calendar integration in a future update. Otherwise fantastic.,2025-05-26,4,Positive,Feature Request,Low
1076,Absolutely love this app! It does exactly what I need.,2025-12-06,4,Positive,Praise,Low
1077,Way overpriced compared to other tools. Not worth it.,2025-09-11,2,Negative,Pricing / Billing,Medium
1078,Constant crashes when using widgets. Very frustrating.,2025-06-20,1,Negative,Bug / Crash,Critical
1079,Crash after crash after crash. When will you fix this?,2025-10-14,2,Negative,Bug / Crash,Critical
1080,Automatic renewal without warning. Shady business practice.,2025-02-27,1,Negative,Pricing / Billing,High
1081,Would be nice to have collaboration. Not a dealbreaker though.,2026-08-04,3,Neutral,Feature Request,Low
1082,First review on the App Store. Seems fine so far.,2026-12-05,3,Neutral,Praise,Low
1083,It's OK I guess. Nothing special but it works.,2025-04-15,2,Neutral,Praise,Low
1084,Too many taps to do a simple login. Needs to be simpler.,2026-02-09,2,Negative,UX / Design,Medium
1085,The setup process has way too many steps. Almost gave up.,2025-04-16,2,Negative,Onboarding,Medium
1086,This app has changed how I share. Couldn't live without it.,2026-07-01,4,Positive,Praise,Low
1087,Automatic renewal without warning. Shady business practice.,2025-11-27,1,Negative,Pricing / Billing,High
1088,App crashes on startup since the last update. Can't even open it.,2026-09-01,1,Negative,Bug / Crash,Critical
1089,It does the basics. calendar integration would be a nice addition.,2025-06-28,2,Neutral,Feature Request,Low
1090,Dark mode is broken — some text is invisible on dark backgrounds.,2025-06-27,2,Negative,UX / Design,High
1091,Can't figure out how to sync. The UI is not intuitive at all.,2025-03-16,3,Negative,UX / Design,High
1092,The app is incredibly laggy since the last update.,2026-10-16,2,Negative,Performance,High
1093,I keep accidentally tapping the wrong button because they're too close together.,2025-10-20,2,Negative,UX / Design,Medium
1094,Could you consider adding two-factor auth? Just a suggestion.,2025-02-07,3,Neutral,Feature Request,Low
1095,Loading times are ridiculous. I don't have time for this.,2025-09-23,1,Negative,Performance,High
1096,Solid app. The only thing missing is the ability to login.,2025-12-25,4,Positive,Feature Request,Medium
1097,Five stars! The team behind this app really cares.,2026-07-13,4,Positive,Praise,Low
1098,I've been using the app for 2 days and still feel lost.,2025-09-07,3,Negative,Onboarding,Medium
1099,This app is a game changer. So much better than the competition.,2026-03-09,4,Positive,Praise,Low
1100,It works. Not much else to say.,2025-04-13,4,Neutral,Praise,Low
1101,Super intuitive. Figured everything out in 49 minutes.,2025-04-02,3,Positive,Praise,Low
1102,Syncing is extremely slow. Takes 20 minutes for a simple update.,2025-03-10,1,Negative,Performance,Medium
1103,Colors are ugly and the layout makes no sense.,2025-08-18,1,Negative,UX / Design,Medium
1104,Amazing app! It makes check notifications so much easier.,2026-04-20,5,Positive,Praise,Low
1105,Meh. It's fine for what it is.,2025-03-05,3,Neutral,Praise,Low
1106,App froze and I lost 48 minutes of work. Not cool.,2026-04-04,1,Negative,Bug / Crash,Critical
1107,First review on the App Store. Seems fine so far.,2026-02-12,3,Neutral,Praise,Low
1108,"Love it, but please add offline mode. That would make it perfect.",2026-02-05,5,Positive,Feature Request,Medium
1109,It does the basics. offline mode would be a nice addition.,2025-05-06,3,Neutral,Feature Request,Low
1110,"Average app. Not bad, not great.",2026-09-12,4,Neutral,Praise,Low
1111,Almost perfect. Just needs collaboration and it's a 5-star app.,2025-07-10,5,Positive,Feature Request,Medium
1112,Really enjoy using this. multi-account would be the cherry on top.,2025-06-25,5,Positive,Feature Request,Low
1113,It's OK I guess. Nothing special but it works.,2025-12-09,3,Neutral,Praise,Low
1114,Five stars! The team behind this app really cares.,2026-10-23,5,Positive,Praise,Low
1115,Decent app. Does what it says.,2025-10-02,3,Neutral,Praise,Low
1116,Would love to see widgets in a future update. Otherwise fantastic.,2026-05-17,3,Positive,Feature Request,Low
1117,App froze and I lost 11 minutes of work. Not cool.,2026-10-13,1,Negative,Bug / Crash,Critical
1118,Standard productivity app. Nothing stands out.,2025-03-02,4,Neutral,Praise,Low
1119,Why did you move the templates button? It was fine before.,2026-06-16,1,Negative,UX / Design,Medium
1120,I've tried 47 other apps and this is by far the best one.,2025-06-23,5,Positive,Praise,Low
1121,Meh. It's fine for what it is.,2026-03-02,3,Neutral,Praise,Low
1122,Crash after crash after crash. When will you fix this?,2025-05-26,1,Negative,Bug / Crash,Critical
1123,Meh. It's fine for what it is.,2025-01-06,3,Neutral,Praise,Low
1124,Loading times are ridiculous. I don't have time for this.,2025-09-10,2,Negative,Performance,High
1125,Would be nice to have voice input. Not a dealbreaker though.,2026-07-18,3,Neutral,Feature Request,Low
1126,This is what every app should aspire to be. Perfect.,2025-04-10,5,Positive,Praise,Low
1127,Would be nice to have voice input. Not a dealbreaker though.,2025-11-19,4,Neutral,Feature Request,Low
1128,Meh. It's fine for what it is.,2025-11-22,4,Neutral,Praise,Low
1129,Takes 38 seconds to load anything. Way too slow.,2025-06-03,3,Negative,Performance,High
1130,This app has changed how I export. Couldn't live without it.,2025-02-16,5,Positive,Praise,Low
1131,Hidden fees everywhere. This is not transparent pricing.,2025-12-19,1,Negative,Pricing / Billing,High
1132,The premium features are not worth the $8/month price tag.,2026-02-26,1,Negative,Pricing / Billing,High
1133,App crashes on startup since the last update. Can't even open it.,2025-08-24,3,Negative,Bug / Crash,Critical
1134,App froze and I lost 9 minutes of work. Not cool.,2025-02-08,3,Negative,Bug / Crash,Critical
1135,Constant crashes when using templates. Very frustrating.,2025-11-02,2,Negative,Bug / Crash,Critical
1136,First review on the App Store. Seems fine so far.,2025-09-11,4,Neutral,Praise,Low
1137,It's a task management app. It does task management things.,2026-06-04,3,Neutral,Praise,Low
1138,The onboarding tutorial is useless. Doesn't explain anything.,2025-09-08,1,Negative,Onboarding,Medium
1139,$5/month for this? Are you kidding me?,2026-05-25,3,Negative,Pricing / Billing,High
1140,Really enjoy using this. widgets would be the cherry on top.,2025-03-07,4,Positive,Feature Request,Low
1141,The setup process has way too many steps. Almost gave up.,2025-05-13,2,Negative,Onboarding,Medium
1142,This app is a game changer. So much better than similar apps.,2025-09-14,4,Positive,Praise,Low
1143,First-time experience is awful. No guidance whatsoever.,2026-02-05,1,Negative,Onboarding,Medium
1144,The new design is terrible. Everything looks the same.,2025-04-06,2,Negative,UX / Design,Medium
1145,The app works but I wonder if multi-account is on the roadmap.,2025-03-16,3,Neutral,Feature Request,Low
1146,"Average app. Not bad, not great.",2025-05-07,4,Neutral,Praise,Low
1147,"Best app I've used in years. Simple, fast, and reliable.",2025-12-06,4,Positive,Praise,Low
1148,This app is a game changer. So much better than other tools.,2025-06-19,5,Positive,Praise,Low
1149,It does the basics. multi-account would be a nice addition.,2026-07-07,3,Neutral,Feature Request,Low
1150,"Best app I've used in years. Simple, fast, and reliable.",2026-01-20,4,Positive,Praise,Low
1151,It's OK I guess. Nothing special but it works.,2026-06-23,2,Neutral,Praise,Low
1152,The menu structure is a maze. Just let me edit directly.,2025-04-23,3,Negative,UX / Design,Medium
1153,Great work! Any plans to add cloud backup? That would be awesome.,2025-02-03,4,Positive,Feature Request,Low
1154,I've tried 16 other apps and this is by far the best one.,2026-08-19,5,Positive,Praise,Low
1155,"No tutorial, no guide, nothing. Just dropped into the app blind.",2025-07-16,3,Negative,Onboarding,Medium
1156,I've been using the app for 7 days and still feel lost.,2025-06-18,1,Negative,Onboarding,Medium
1157,Almost perfect. Just needs Apple Watch support and it's a 5-star app.,2026-01-03,5,Positive,Feature Request,Medium
1158,Five stars! The team behind this app really cares.,2025-01-03,5,Positive,Praise,Low
1159,The setup process has way too many steps. Almost gave up.,2026-11-07,1,Negative,Onboarding,Medium
1160,Solid app. The only thing missing is the ability to upload.,2025-03-12,5,Positive,Feature Request,Medium
1161,Five stars! The team behind this app really cares.,2025-01-05,5,Positive,Praise,Low
1162,The setup process has way too many steps. Almost gave up.,2025-08-27,1,Negative,Onboarding,Medium
1163,The new design is terrible. Everything looks the same.,2025-06-01,1,Negative,UX / Design,Medium
1164,It works. Not much else to say.,2025-11-07,3,Neutral,Praise,Low
1165,App froze and I lost 18 minutes of work. Not cool.,2025-11-05,3,Negative,Bug / Crash,Critical
1166,Screen goes black whenever I upload. Bug has been there for weeks.,2025-10-13,1,Negative,Bug / Crash,Critical
1167,Everything runs so slow. Even scrolling is choppy.,2025-12-10,1,Negative,Performance,High
1168,Super intuitive. Figured everything out in 45 minutes.,2025-06-24,4,Positive,Praise,Low
1169,Been using this for 5 months and it just keeps getting better.,2025-09-26,3,Positive,Praise,Low
1170,Price went up from $3 to $12 with no new features.,2025-05-18,1,Negative,Pricing / Billing,High
1171,I've been using the app for 10 days and still feel lost.,2026-09-18,2,Negative,Onboarding,Medium
1172,The best $30 I spend every month. Worth every penny.,2025-03-14,5,Positive,Praise,Low
1173,"No tutorial, no guide, nothing. Just dropped into the app blind.",2025-07-14,1,Negative,Onboarding,Medium
1174,I've tried 23 other apps and this is by far the best one.,2025-02-26,4,Positive,Praise,Low
1175,This app is a game changer. So much better than competing products.,2026-03-17,5,Positive,Praise,Low
1176,The app works but I wonder if dark mode is on the roadmap.,2026-12-01,3,Neutral,Feature Request,Low
1177,This app is a game changer. So much better than the competition.,2025-01-11,4,Positive,Praise,Low
1178,Standard planning app. Nothing stands out.,2025-07-28,2,Neutral,Praise,Low
1179,App froze and I lost 53 minutes of work. Not cool.,2025-09-10,1,Negative,Bug / Crash,Critical
1180,Love the attention to detail in this app. Everything just works.,2025-11-24,5,Positive,Praise,Low
1181,The app is amazing. My only wish is widgets integration.,2025-11-19,3,Positive,Feature Request,Low
1182,Standard organization app. Nothing stands out.,2025-03-28,2,Neutral,Praise,Low
1183,"Love it, but please add two-factor auth. That would make it perfect.",2025-06-05,4,Positive,Feature Request,Medium
1184,Meh. It's fine for what it is.,2025-08-01,2,Neutral,Praise,Low
1185,Recommended this to all my friends. Everyone loves it.,2025-06-01,5,Positive,Praise,Low
1186,It does the basics. keyboard shortcuts would be a nice addition.,2025-09-20,3,Neutral,Feature Request,Low
1187,Amazing app! It makes upload so much easier.,2025-06-25,4,Positive,Praise,Low
1188,Dark mode is broken — some text is invisible on dark backgrounds.,2026-06-28,1,Negative,UX / Design,High
1189,I still don't understand what half the features do after a week.,2025-07-11,3,Negative,Onboarding,Medium
1190,Can't figure out how to export. The UI is not intuitive at all.,2025-02-07,2,Negative,UX / Design,High
1191,Why is the sign-up process so complicated? Just let me use the app.,2025-03-28,1,Negative,Onboarding,Medium
1192,"Works as advertised. No complaints, no excitement.",2025-06-07,4,Neutral,Praise,Low
1193,The premium features are not worth the $25/month price tag.,2026-12-21,1,Negative,Pricing / Billing,High
1194,It works. Not much else to say.,2025-09-05,3,Neutral,Praise,Low
1195,Just downloaded it. Will update my review later.,2025-05-13,3,Neutral,Praise,Low
1196,Could you consider adding widgets? Just a suggestion.,2026-11-19,3,Neutral,Feature Request,Low
1197,Almost perfect. Just needs calendar integration and it's a 5-star app.,2025-02-17,4,Positive,Feature Request,Medium
1198,The search takes 19 seconds to return results. Painfully slow.,2025-04-18,1,Negative,Performance,Medium
1199,"Works as advertised. No complaints, no excitement.",2026-03-08,3,Neutral,Praise,Low
1200,Really enjoy using this. multi-account would be the cherry on top.,2025-08-04,4,Positive,Feature Request,Low
1201,Meh. It's fine for what it is.,2025-08-14,4,Neutral,Praise,Low
1202,I've been using the app for 16 days and still feel lost.,2025-07-13,2,Negative,Onboarding,Medium
1203,The app works but I wonder if collaboration is on the roadmap.,2026-01-19,3,Neutral,Feature Request,Low
1204,First review on the App Store. Seems fine so far.,2025-07-03,2,Neutral,Praise,Low
1205,The two-factor auth feature crashes immediately. Please fix this.,2025-03-13,2,Negative,Bug / Crash,High
1206,The app takes 32 seconds just to start up. Way too heavy.,2026-07-22,1,Negative,Performance,High
1207,Constant crashes when using widgets. Very frustrating.,2026-03-17,2,Negative,Bug / Crash,Critical
1208,Constant crashes when using collaboration. Very frustrating.,2026-06-28,2,Negative,Bug / Crash,Critical
1209,Hidden fees everywhere. This is not transparent pricing.,2025-08-23,1,Negative,Pricing / Billing,High
1210,First-time experience is awful. No guidance whatsoever.,2026-03-27,3,Negative,Onboarding,Medium
1211,It's a planning app. It does planning things.,2026-05-05,2,Neutral,Praise,Low
1212,The navigation is so confusing. I can never find offline mode.,2026-06-20,1,Negative,UX / Design,Medium
1213,"Works as advertised. No complaints, no excitement.",2025-11-04,4,Neutral,Praise,Low
1214,Dark mode is broken — some text is invisible on dark backgrounds.,2025-01-28,2,Negative,UX / Design,High
1215,Great work! Any plans to add offline mode? That would be awesome.,2025-05-05,5,Positive,Feature Request,Low
1216,Five stars! The team behind this app really cares.,2025-11-23,5,Positive,Praise,Low
1217,"Works as advertised. No complaints, no excitement.",2025-07-14,3,Neutral,Praise,Low
1218,I've been using the app for 18 days and still feel lost.,2025-11-01,2,Negative,Onboarding,Medium
1219,It does the basics. widgets would be a nice addition.,2026-11-20,3,Neutral,Feature Request,Low
1220,Too expensive for what it does. other tools does the same for free.,2025-08-09,3,Negative,Pricing / Billing,Medium
1221,Five stars! The team behind this app really cares.,2026-08-08,5,Positive,Praise,Low
1222,"Average app. Not bad, not great.",2026-03-22,2,Neutral,Praise,Low
1223,Been using this for 5 months and it just keeps getting better.,2025-06-22,5,Positive,Praise,Low
1224,"Love it, but please add Apple Watch support. That would make it perfect.",2025-01-04,3,Positive,Feature Request,Medium
1225,Takes 45 seconds to load anything. Way too slow.,2025-01-01,2,Negative,Performance,High
1226,Constant crashes when using cloud backup. Very frustrating.,2026-04-11,2,Negative,Bug / Crash,Critical
1227,Loading times are ridiculous. I don't have time for this.,2025-06-08,1,Negative,Performance,High
1228,"Best app I've used in years. Simple, fast, and reliable.",2025-07-12,5,Positive,Praise,Low
1229,I was charged twice this month. No response from support.,2025-09-03,3,Negative,Pricing / Billing,High
1230,First-time experience is awful. No guidance whatsoever.,2025-06-15,2,Negative,Onboarding,Medium
1231,"Clean, intuitive, and fast. Exactly what an app should be.",2025-09-24,4,Positive,Praise,Low
1232,"No tutorial, no guide, nothing. Just dropped into the app blind.",2025-04-09,1,Negative,Onboarding,Medium
1233,Five stars! The team behind this app really cares.,2025-08-28,5,Positive,Praise,Low
1234,Great work! Any plans to add cloud backup? That would be awesome.,2025-11-22,4,Positive,Feature Request,Low
1235,The best $8 I spend every month. Worth every penny.,2026-10-22,4,Positive,Praise,Low
1236,Everything runs so slow. Even scrolling is choppy.,2025-02-06,3,Negative,Performance,High
1237,Constant crashes when using PDF export. Very frustrating.,2025-06-20,1,Negative,Bug / Crash,Critical
1238,This is what every app should aspire to be. Perfect.,2025-10-25,4,Positive,Praise,Low
1239,It works. Not much else to say.,2025-03-22,4,Neutral,Praise,Low
1240,Automatic renewal without warning. Shady business practice.,2025-11-11,2,Negative,Pricing / Billing,High
1241,Automatic renewal without warning. Shady business practice.,2025-09-03,1,Negative,Pricing / Billing,High
1242,Outstanding quality. You can tell the developers care about their users.,2026-07-16,4,Positive,Praise,Low
1243,Really enjoy using this. Apple Watch support would be the cherry on top.,2025-06-18,5,Positive,Feature Request,Low
1244,Can't figure out how to sync. The UI is not intuitive at all.,2026-10-18,2,Negative,UX / Design,High
1245,The fonts are way too small. Can barely read anything.,2026-05-25,2,Negative,UX / Design,High
1246,Just downloaded it. Will update my review later.,2025-06-21,3,Neutral,Praise,Low
1247,"Works as advertised. No complaints, no excitement.",2025-06-04,2,Neutral,Praise,Low
1248,Lost all my settings because the app crashed mid-open settings. Unacceptable.,2025-12-14,1,Negative,Bug / Crash,Critical
1249,Recommended this to all my friends. Everyone loves it.,2026-03-24,5,Positive,Praise,Low
1250,"Best app I've used in years. Simple, fast, and reliable.",2025-03-17,5,Positive,Praise,Low
1251,Almost perfect. Just needs cloud backup and it's a 5-star app.,2026-04-06,4,Positive,Feature Request,Medium
1252,The app is amazing. My only wish is PDF export integration.,2026-10-09,5,Positive,Feature Request,Low
1253,"Best app I've used in years. Simple, fast, and reliable.",2025-09-07,5,Positive,Praise,Low
1254,$10/month for this? Are you kidding me?,2025-12-25,1,Negative,Pricing / Billing,High
1255,"Average app. Not bad, not great.",2025-08-03,2,Neutral,Praise,Low
1256,It does the basics. offline mode would be a nice addition.,2025-04-26,3,Neutral,Feature Request,Low
1257,The premium features are not worth the $30/month price tag.,2025-12-07,1,Negative,Pricing / Billing,High
1258,Could you consider adding collaboration? Just a suggestion.,2026-02-18,3,Neutral,Feature Request,Low
1259,Colors are ugly and the layout makes no sense.,2025-05-09,1,Negative,UX / Design,Medium
1260,I keep accidentally tapping the wrong button because they're too close together.,2026-03-06,3,Negative,UX / Design,Medium
1261,It takes forever to update profile. Other apps do this instantly.,2026-03-16,2,Negative,Performance,High
1262,The menu structure is a maze. Just let me login directly.,2025-07-19,2,Negative,UX / Design,Medium
1263,Meh. It's fine for what it is.,2025-01-13,2,Neutral,Praise,Low
1264,App crashes every time I try to delete. Completely unusable.,2025-05-07,3,Negative,Bug / Crash,Critical
1265,Dark mode is broken — some text is invisible on dark backgrounds.,2026-06-15,1,Negative,UX / Design,High
1266,Super intuitive. Figured everything out in 58 minutes.,2025-07-23,4,Positive,Praise,Low
1267,It's OK I guess. Nothing special but it works.,2025-06-13,3,Neutral,Praise,Low
1268,Really enjoy using this. cloud backup would be the cherry on top.,2025-11-17,3,Positive,Feature Request,Low
1269,Would love to see PDF export in a future update. Otherwise fantastic.,2025-06-08,5,Positive,Feature Request,Low
1270,I've been using the app for 2 days and still feel lost.,2026-09-23,2,Negative,Onboarding,Medium
1271,Been using this for 38 months and it just keeps getting better.,2025-10-02,5,Positive,Praise,Low
1272,Great app! Would be even better with keyboard shortcuts support.,2025-08-20,5,Positive,Feature Request,Medium
1273,Meh. It's fine for what it is.,2025-04-26,4,Neutral,Praise,Low
1274,Love the attention to detail in this app. Everything just works.,2025-11-19,5,Positive,Praise,Low
1275,This app has changed how I upload. Couldn't live without it.,2025-03-22,5,Positive,Praise,Low
1276,Great app! Would be even better with multi-account support.,2025-08-09,5,Positive,Feature Request,Medium
1277,Solid app. The only thing missing is the ability to edit.,2025-05-06,5,Positive,Feature Request,Medium
1278,"Best app I've used in years. Simple, fast, and reliable.",2025-06-27,5,Positive,Praise,Low
1279,The offline mode feature crashes immediately. Please fix this.,2025-02-01,1,Negative,Bug / Crash,High
1280,This is what every app should aspire to be. Perfect.,2025-11-16,4,Positive,Praise,Low
1281,"Every time I try to delete, the app just dies. So annoying.",2025-03-07,2,Negative,Bug / Crash,Critical
1282,Memory usage is insane. My phone heats up every time I use this.,2025-08-01,2,Negative,Performance,High
1283,$15/month for this? Are you kidding me?,2026-06-02,1,Negative,Pricing / Billing,High
1284,App uses too much battery. Drains 24% in an hour.,2025-01-21,1,Negative,Performance,Medium
1285,It's a productivity app. It does productivity things.,2025-04-06,3,Neutral,Praise,Low
1286,Can't figure out how to export. The UI is not intuitive at all.,2025-11-27,2,Negative,UX / Design,High
1287,I cancelled but was still charged. Want my money back.,2025-04-24,3,Negative,Pricing / Billing,High
1288,"Best app I've used in years. Simple, fast, and reliable.",2025-01-21,5,Positive,Praise,Low
1289,Automatic renewal without warning. Shady business practice.,2025-06-06,2,Negative,Pricing / Billing,High
1290,I've been using the app for 9 days and still feel lost.,2026-12-12,1,Negative,Onboarding,Medium
1291,Super intuitive. Figured everything out in 52 minutes.,2025-08-23,5,Positive,Praise,Low
1292,Price went up from $8 to $30 with no new features.,2025-08-09,1,Negative,Pricing / Billing,High
1293,The app is incredibly laggy since the last update.,2025-09-24,2,Negative,Performance,High
1294,Dark mode is broken — some text is invisible on dark backgrounds.,2026-12-27,2,Negative,UX / Design,High
1295,Great work! Any plans to add calendar integration? That would be awesome.,2025-11-16,4,Positive,Feature Request,Low
1296,Way overpriced compared to the competition. Not worth it.,2025-06-02,2,Negative,Pricing / Billing,Medium
1297,Great app! Would be even better with templates support.,2025-01-13,5,Positive,Feature Request,Medium
1298,App crashes on startup since the last update. Can't even open it.,2026-05-25,2,Negative,Bug / Crash,Critical
1299,This is what every app should aspire to be. Perfect.,2025-08-04,3,Positive,Praise,Low
1300,"Clean, intuitive, and fast. Exactly what an app should be.",2025-05-21,5,Positive,Praise,Low
1301,App crashes on startup since the last update. Can't even open it.,2025-06-19,2,Negative,Bug / Crash,Critical
1302,Almost perfect. Just needs two-factor auth and it's a 5-star app.,2026-04-01,3,Positive,Feature Request,Medium
1303,Great work! Any plans to add Apple Watch support? That would be awesome.,2026-09-15,5,Positive,Feature Request,Low
1304,It's a note-taking app. It does note-taking things.,2026-04-22,3,Neutral,Praise,Low
1305,The new design is terrible. Everything looks the same.,2025-05-27,1,Negative,UX / Design,Medium
1306,Really enjoy using this. widgets would be the cherry on top.,2025-04-14,4,Positive,Feature Request,Low
1307,"Clean, intuitive, and fast. Exactly what an app should be.",2025-01-05,4,Positive,Praise,Low
1308,Love the attention to detail in this app. Everything just works.,2025-12-19,3,Positive,Praise,Low
1309,Super intuitive. Figured everything out in 11 minutes.,2025-09-04,5,Positive,Praise,Low
1310,It's a task management app. It does task management things.,2025-09-20,3,Neutral,Praise,Low
1311,App froze and I lost 59 minutes of work. Not cool.,2025-10-10,2,Negative,Bug / Crash,Critical
1312,Dark mode is broken — some text is invisible on dark backgrounds.,2025-11-20,2,Negative,UX / Design,High
1313,Way overpriced compared to similar apps. Not worth it.,2025-11-03,3,Negative,Pricing / Billing,Medium
1314,Constant crashes when using dark mode. Very frustrating.,2025-02-27,1,Negative,Bug / Crash,Critical
1315,App crashes on startup since the last update. Can't even open it.,2025-05-15,1,Negative,Bug / Crash,Critical
1316,Great work! Any plans to add two-factor auth? That would be awesome.,2025-04-27,4,Positive,Feature Request,Low
1317,Would love to see Apple Watch support in a future update. Otherwise fantastic.,2025-06-09,5,Positive,Feature Request,Low
1318,Would love to see offline mode in a future update. Otherwise fantastic.,2025-09-27,5,Positive,Feature Request,Low
1319,Hidden fees everywhere. This is not transparent pricing.,2025-05-03,3,Negative,Pricing / Billing,High
1320,Screen goes black whenever I sync. Bug has been there for weeks.,2025-05-07,2,Negative,Bug / Crash,Critical
1321,Absolutely love this app! It does exactly what I need.,2026-04-23,5,Positive,Praise,Low
1322,It's OK I guess. Nothing special but it works.,2025-10-18,4,Neutral,Praise,Low
1323,Crash after crash after crash. When will you fix this?,2025-06-08,1,Negative,Bug / Crash,Critical
1324,Been using this for 20 months and it just keeps getting better.,2026-04-20,4,Positive,Praise,Low
1325,Automatic renewal without warning. Shady business practice.,2026-08-09,1,Negative,Pricing / Billing,High
1326,App crashes on startup since the last update. Can't even open it.,2025-02-13,2,Negative,Bug / Crash,Critical
1327,Keeps freezing when I share. Had to force quit 59 times today.,2025-06-14,1,Negative,Bug / Crash,High
1328,It works. Not much else to say.,2025-01-07,3,Neutral,Praise,Low
1329,This app is a game changer. So much better than competing products.,2026-11-16,5,Positive,Praise,Low
1330,"Clean, intuitive, and fast. Exactly what an app should be.",2026-04-01,5,Positive,Praise,Low
1331,It's a note-taking app. It does note-taking things.,2025-04-26,3,Neutral,Praise,Low
1332,Crash after crash after crash. When will you fix this?,2025-11-10,1,Negative,Bug / Crash,Critical
1333,App froze and I lost 40 minutes of work. Not cool.,2026-01-20,1,Negative,Bug / Crash,Critical
1334,"Average app. Not bad, not great.",2026-08-05,2,Neutral,Praise,Low
